代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002221,东华能源,12.95,0.62,0.08,-0.23,0.01,0.68,--,276.09万,15.32亿,198.36亿,15.56
603895,天永智能,16.30,0.62,0.10,0.62,0.01,0.70,--,9.62万,1.08亿,17.62亿,58.94
300455,康拓红外,9.80,0.62,0.06,-0.20,0.01,1.64,--,46.75万,5.56亿,54.47亿,123.76
000915,山大华特,23.03,0.61,0.14,-0.26,0.00,0.64,--,20.04万,2.34亿,53.93亿,18.46
688580,伟思医疗,117.90,0.61,0.71,-0.17,0.04,0.69,--,66.71万,1640.32万,19.34亿,56.09
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002095,生 意 宝,13.36,0.60,0.08,-1.55,0.01,0.83,--,16.97万,2.52亿,33.62亿,130.77
002063,远光软件,8.48,0.59,0.05,-3.53,0.10,9.00,--,871.49万,10.14亿,86.01亿,35.56
603489,八方股份,216.72,0.58,1.24,0.80,0.00,0.45,--,52.01万,7140.00万,154.74亿,63.85
603196,日播时尚,5.30,0.57,0.03,-0.94,0.00,1.09,--,3.44万,2.40亿,12.72亿,亏损
600222,太龙药业,5.30,0.57,0.03,0.00,0.00,0.39,--,6.09万,5.74亿,30.42亿,77.33
600346,恒力石化,37.16,0.57,0.21,-3.13,0.01,1.60,--,2338.11万,70.39亿,2615.73亿,19.82
600291,西水股份,3.54,0.57,0.02,0.57,0.02,0.73,--,68.04万,10.93亿,38.69亿,亏损
000806,*ST银河,1.78,0.56,0.01,0.57,0.01,0.51,--,9.01万,6.99亿,12.45亿,41.60
601369,陕鼓动力,8.98,0.56,0.05,0.00,0.03,2.32,--,463.10万,16.39亿,147.16亿,20.08
603486,科沃斯,108.50,0.56,0.60,0.56,0.01,0.44,--,174.69万,1.80亿,194.92亿,183.65
300285,国瓷材料,45.20,0.56,0.25,0.44,0.00,0.42,--,148.71万,7.57亿,342.12亿,79.07
300473,德尔股份,20.07,0.55,0.11,0.00,0.00,0.40,--,8.43万,1.12亿,22.44亿,亏损
300157,恒泰艾普,3.67,0.55,0.02,0.55,0.01,0.63,--,27.60万,7.07亿,25.95亿,亏损
600611,大众交通,3.68,0.55,0.02,0.00,0.00,0.89,--,16.41万,15.63亿,57.53亿,20.08
000809,铁岭新城,1.84,0.55,0.01,0.00,0.00,0.14,--,1.10万,8.25亿,15.18亿,亏损
300505,川金诺,16.85,0.54,0.09,-0.18,0.02,0.97,--,33.03万,8188.41万,13.80亿,32.94
603661,恒林股份,68.00,0.53,0.36,-2.10,0.30,5.81,--,586.84万,2875.00万,19.55亿,16.89
688065,凯赛生物,84.29,0.53,0.44,1.38,0.01,0.54,--,36.91万,4019.96万,33.88亿,78.60
002247,*ST聚力,1.93,0.52,0.01,-0.52,0.05,4.28,--,58.52万,5.79亿,11.18亿,7.45
002445,*ST中南,1.93,0.52,0.01,0.00,0.00,0.33,--,5.71万,23.81亿,45.96亿,亏损
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
000810,创维数字,7.73,0.52,0.04,-0.13,0.00,0.57,--,17.16万,10.25亿,79.22亿,21.93
603456,九洲药业,36.77,0.52,0.19,-0.62,0.00,0.34,--,60.67万,8.03亿,295.38亿,95.79
000927,中国铁物,3.88,0.52,0.02,0.26,0.00,0.75,--,20.02万,15.95亿,61.89亿,53.39
000659,珠海中富,3.90,0.52,0.02,0.26,0.00,0.12,--,10.72万,12.86亿,50.14亿,亏损
600592,龙溪股份,9.80,0.51,0.05,0.00,0.01,1.46,--,25.48万,4.00亿,39.16亿,26.36
603268,松发股份,17.74,0.51,0.09,0.45,0.01,1.18,--,21.82万,1.24亿,22.03亿,231.98
300577,开润股份,23.68,0.51,0.12,-0.84,0.00,0.56,--,9.47万,1.06亿,25.18亿,114.39
300049,福瑞股份,7.90,0.51,0.04,0.38,0.01,1.30,--,23.70万,2.27亿,17.96亿,33.52
300912,凯龙高科,41.55,0.51,0.21,-0.02,0.17,1.32,--,189.47万,2656.35万,11.04亿,52.73
002195,二三四五,1.98,0.51,0.01,0.00,0.01,0.57,--,100.94万,56.34亿,111.56亿,27.59
600764,中国海防,28.00,0.50,0.14,-0.71,0.01,1.25,--,68.32万,4.96亿,138.90亿,41.08
002076,*ST雪莱,2.00,0.50,0.01,0.00,0.01,1.04,--,10.20万,7.32亿,14.64亿,亏损
603611,诺力股份,14.04,0.50,0.07,-0.21,0.01,0.86,--,19.66万,2.67亿,37.51亿,14.19
603958,哈森股份,6.02,0.50,0.03,0.17,0.02,1.14,--,23.54万,2.17亿,13.09亿,亏损
300898,熊猫乳品,40.30,0.50,0.20,0.00,0.03,0.41,--,27.00万,2645.64万,10.66亿,98.23
600871,石化油服,2.02,0.50,0.01,0.00,0.01,2.14,--,144.85万,135.69亿,274.10亿,124.13
002852,道道全,14.15,0.50,0.07,2.17,0.01,1.52,--,42.03万,2.06亿,29.20亿,34.00
000502,绿景控股,6.09,0.49,0.03,-0.65,--,0.01,--,609,1.83亿,11.17亿,亏损
300081,恒信东方,8.13,0.49,0.04,0.37,0.00,0.39,--,6.67万,3.78亿,30.77亿,亏损
002805,丰元股份,16.40,0.49,0.08,-0.61,0.15,2.02,--,241.24万,9691.55万,15.89亿,454.15
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
000690,宝新能源,6.17,0.49,0.03,0.00,0.03,1.75,--,347.56万,20.84亿,128.59亿,7.38
600322,天房发展,2.06,0.49,0.01,0.49,0.01,1.11,--,20.76万,11.06亿,22.78亿,55.99
300484,蓝海华腾,12.36,0.49,0.06,0.08,0.01,0.62,--,27.69万,1.46亿,18.07亿,50.12
002160,常铝股份,4.12,0.49,0.02,0.00,0.31,8.73,--,916.66万,7.25亿,29.89亿,亏损
601018,宁波港,4.16,0.48,0.02,0.24,0.00,1.88,--,131.50万,131.73亿,547.99亿,18.84
603583,捷昌驱动,74.86,0.48,0.36,2.55,0.00,0.16,--,26.95万,1.48亿,110.61亿,43.97
603727,博迈科,16.65,0.48,0.08,0.00,0.00,0.11,--,2.66万,2.34亿,38.99亿,36.90
000722,湖南发展,6.24,0.48,0.03,0.00,0.01,1.65,--,25.46万,4.64亿,28.96亿,23.81
300501,海顺新材,16.89,0.48,0.08,-0.65,0.01,0.72,--,17.90万,8721.53万,14.73亿,27.35
000571,*ST大洲,2.11,0.48,0.01,0.00,0.00,1.35,--,6.82万,8.07亿,17.02亿,亏损
600012,皖通高速,6.34,0.47,0.03,0.00,0.00,0.35,--,11.29万,11.66亿,73.90亿,16.38
300616,尚品宅配,78.52,0.47,0.37,0.46,0.00,0.34,--,20.42万,1.30亿,102.17亿,202.76
002786,银宝山新,6.40,0.47,0.03,0.00,0.01,2.46,--,35.14万,3.80亿,24.30亿,亏损
603309,维力医疗,12.85,0.47,0.06,0.00,0.00,0.41,--,6.42万,2.60亿,33.41亿,17.95
603002,宏昌电子,6.46,0.47,0.03,1.25,0.02,0.81,--,94.90万,6.14亿,39.69亿,56.38
300412,迦南科技,8.67,0.46,0.04,0.00,0.01,0.98,--,28.87万,2.23亿,19.29亿,32.99
002922,伊戈尔,12.98,0.46,0.06,0.00,0.00,0.71,--,6.23万,1.26亿,16.33亿,53.55
300109,新开源,10.87,0.46,0.05,0.18,0.01,0.80,--,20.11万,2.91亿,31.65亿,76.01
002510,天汽模,4.35,0.46,0.02,0.00,0.03,1.87,--,122.50万,9.31亿,40.50亿,亏损
688628,优利德,32.69,0.46,0.15,-0.34,0.08,0.91,--,66.21万,2501.06万,8.18亿,24.02
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600103,青山纸业,2.18,0.46,0.01,0.93,0.08,2.83,--,406.43万,23.06亿,50.27亿,亏损
688096,京源环保,17.53,0.46,0.08,-1.24,0.01,0.39,--,5.43万,2548.85万,4.47亿,29.88
002726,龙大肉食,10.94,0.46,0.05,0.00,0.00,0.39,--,38.84万,9.89亿,108.24亿,13.36
300690,双一科技,46.36,0.46,0.21,0.72,0.02,0.67,--,72.32万,7141.84万,33.11亿,13.47
600771,广誉远,17.69,0.45,0.08,-0.06,0.01,0.41,--,61.03万,4.92亿,87.03亿,100.67
002992,宝明科技,22.38,0.45,0.10,0.00,0.00,0.11,--,1.34万,3450.00万,7.72亿,44.96
300448,浩云科技,6.72,0.45,0.03,-0.15,0.01,0.70,--,33.20万,4.65亿,31.22亿,526.71
300232,洲明科技,9.03,0.45,0.04,-0.22,0.01,1.44,--,82.44万,7.15亿,64.59亿,43.19
600499,科达制造,9.05,0.44,0.04,-2.16,0.08,4.65,--,1078.49万,15.77亿,142.74亿,83.21
603123,翠微股份,6.81,0.44,0.03,0.44,--,0.25,--,1.57万,5.24亿,35.69亿,亏损
603969,银龙股份,4.58,0.44,0.02,-0.22,0.01,0.36,--,17.40万,8.41亿,38.52亿,29.44
688055,龙腾光电,6.87,0.44,0.03,0.15,0.01,0.58,--,26.95万,2.83亿,19.47亿,87.66
000925,众合科技,6.94,0.43,0.03,0.00,0.01,0.76,--,20.82万,5.25亿,36.40亿,2049.59
605333,沪光股份,13.89,0.43,0.06,0.00,0.05,1.54,--,25.70万,4010.00万,5.57亿,95.31
000967,盈峰环境,9.31,0.43,0.04,0.00,0.01,0.44,--,89.28万,20.23亿,188.38亿,24.60
688668,鼎通科技,28.00,0.43,0.12,0.00,0.19,3.22,--,100.58万,1933.52万,5.41亿,32.84
603227,雪峰科技,4.69,0.43,0.02,0.00,0.03,1.76,--,78.09万,6.59亿,30.89亿,28.08
300349,金卡智能,11.75,0.43,0.05,-0.09,0.01,0.98,--,21.62万,3.80亿,44.69亿,16.59
603976,正川股份,45.01,0.42,0.19,2.25,0.01,0.64,--,86.87万,1.51亿,68.06亿,127.86
688488,艾迪药业,21.39,0.42,0.09,-0.14,0.02,1.93,--,23.56万,5414.08万,11.58亿,229.92
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002622,融钰集团,2.38,0.42,0.01,0.00,0.01,0.89,--,22.28万,8.40亿,19.99亿,亏损
603948,建业股份,19.08,0.42,0.08,0.21,0.01,0.69,--,15.45万,7505.28万,14.32亿,24.09
002255,*ST海陆,4.78,0.42,0.02,0.00,0.01,0.88,--,37.00万,6.44亿,30.79亿,4.53
000008,神州高铁,2.39,0.42,0.01,0.00,0.00,0.93,--,24.35万,26.65亿,63.70亿,亏损
300840,酷特智能,14.39,0.42,0.06,-0.14,0.04,0.48,--,35.40万,6000.00万,8.63亿,58.77
600220,江苏阳光,2.40,0.42,0.01,0.00,0.01,1.40,--,22.54万,17.83亿,42.80亿,亏损
002623,亚玛顿,38.67,0.42,0.16,0.00,0.01,0.42,--,28.62万,1.60亿,61.71亿,45.13
002501,*ST利源,2.42,0.41,0.01,0.00,--,0.14,--,2.06万,35.41亿,85.70亿,亏损
300557,理工光科,24.39,0.41,0.10,-0.49,0.01,0.67,--,12.68万,5523.20万,13.47亿,106.23
605118,力鼎光电,14.66,0.41,0.06,-0.14,0.06,4.38,--,34.89万,4100.00万,6.01亿,38.99
002609,捷顺科技,9.80,0.41,0.04,0.00,0.01,0.32,--,19.11万,4.33亿,42.39亿,41.02
300567,精测电子,54.48,0.41,0.22,-0.33,0.01,0.59,--,130.21万,1.69亿,92.24亿,66.49
300200,高盟新材,9.94,0.40,0.04,0.00,0.01,0.41,--,49.00万,4.15亿,41.22亿,18.12
300063,天龙集团,4.99,0.40,0.02,0.81,0.02,0.85,--,63.97万,6.04亿,30.16亿,28.03
002243,力合科创,10.05,0.40,0.04,0.00,0.00,0.76,--,20.60万,4.97亿,49.96亿,21.95
002742,三圣股份,5.05,0.40,0.02,0.00,0.01,1.41,--,25.55万,4.10亿,20.69亿,34.23
600216,浙江医药,15.13,0.40,0.06,0.40,0.02,0.95,--,245.86万,9.65亿,146.02亿,17.65
688068,热景生物,38.00,0.40,0.15,0.00,0.00,0.13,--,2.28万,3819.89万,14.52亿,21.19
603585,苏利股份,15.33,0.39,0.06,0.00,0.00,0.48,--,3.83万,1.80亿,27.59亿,15.92
002556,辉隆股份,10.25,0.39,0.04,0.00,0.01,0.24,--,44.28万,7.82亿,80.21亿,39.55
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603105,芯能科技,7.70,0.39,0.03,0.00,0.01,0.79,--,16.79万,3.08亿,23.74亿,38.50
002427,ST尤夫,5.20,0.39,0.02,0.00,0.00,0.52,--,4.16万,4.37亿,22.72亿,亏损
002004,华邦健康,5.21,0.39,0.02,0.00,0.01,1.73,--,139.73万,18.13亿,94.44亿,15.82
601606,长城军工,10.43,0.39,0.04,-0.29,0.01,0.42,--,17.21万,2.98亿,31.05亿,4172.13
300309,吉艾科技,2.63,0.38,0.01,2.73,0.05,2.12,--,112.30万,8.37亿,22.02亿,亏损
603998,方盛制药,5.27,0.38,0.02,0.00,0.00,1.05,--,6.53万,4.29亿,22.63亿,28.09
300564,筑博设计,26.36,0.38,0.10,0.38,0.01,0.12,--,6.06万,3375.00万,8.90亿,25.00
300719,安达维尔,15.86,0.38,0.06,0.06,0.01,0.31,--,29.98万,1.80亿,28.61亿,100.01
000971,*ST高升,2.66,0.38,0.01,0.00,--,0.01,--,532,8.06亿,21.43亿,184.69
300038,ST数知,2.67,0.38,0.01,0.00,0.02,0.69,--,74.49万,11.61亿,31.00亿,140.06
603239,浙江仙通,16.00,0.38,0.06,-0.62,0.02,3.71,--,72.16万,2.71亿,43.32亿,45.98
000505,京粮控股,8.04,0.38,0.03,0.00,0.32,20.58,--,1183.49万,4.55亿,36.55亿,38.23
000638,万方发展,5.37,0.37,0.02,0.00,0.00,0.02,--,1.02万,3.09亿,16.61亿,亏损
002539,云图控股,10.80,0.37,0.04,0.00,0.03,0.81,--,181.47万,6.56亿,70.90亿,21.60
300538,同益股份,18.91,0.37,0.07,0.37,0.01,0.45,--,13.05万,7745.57万,14.65亿,103.72
600664,哈药股份,2.70,0.37,0.01,0.00,0.00,1.19,--,22.98万,25.07亿,67.69亿,亏损
300689,澄天伟业,35.13,0.37,0.13,0.37,0.00,0.08,--,1.41万,5822.48万,20.45亿,66.57
300462,华铭智能,16.22,0.37,0.06,0.06,0.01,0.47,--,14.40万,1.14亿,18.48亿,12.15
000430,张家界,5.44,0.37,0.02,0.00,0.00,0.08,--,1.69万,3.32亿,18.05亿,亏损
603901,永创智能,10.90,0.37,0.04,0.00,0.01,0.58,--,56.79万,4.31亿,46.98亿,26.44
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300809,华辰装备,16.38,0.37,0.06,0.12,0.02,0.68,--,15.89万,4692.00万,7.69亿,379.46
300637,扬帆新材,8.21,0.37,0.03,0.37,0.00,0.28,--,4.68万,2.35亿,19.26亿,66.07
300463,迈克生物,41.15,0.37,0.15,0.00,0.00,0.18,--,30.45万,4.02亿,165.33亿,28.81
000639,西王食品,5.51,0.36,0.02,0.00,0.01,1.74,--,57.74万,10.75亿,59.25亿,15.64
300394,天孚通信,44.48,0.36,0.16,0.07,0.01,0.52,--,44.48万,1.78亿,79.06亿,33.75
002318,久立特材,14.04,0.36,0.05,0.00,0.01,0.59,--,168.34万,9.54亿,133.87亿,18.39
601500,通用股份,5.63,0.36,0.02,0.54,0.00,0.42,--,6.08万,8.72亿,49.11亿,42.93
603558,健盛集团,8.49,0.35,0.03,-0.12,--,0.06,--,1.10万,4.16亿,35.35亿,45.47
603663,三祥新材,17.00,0.35,0.06,-0.18,0.01,0.66,--,25.50万,1.92亿,32.61亿,56.01
601155,新城控股,51.38,0.35,0.18,-0.23,0.01,0.68,--,574.94万,22.54亿,1158.31亿,18.39
002982,湘佳股份,62.90,0.35,0.22,0.00,0.01,0.52,--,18.87万,2563.00万,16.12亿,26.74
000536,*ST华映,2.86,0.35,0.01,0.00,0.00,0.19,--,7.09万,27.63亿,79.02亿,10.12
300503,昊志机电,14.35,0.35,0.05,-0.90,0.02,0.24,--,43.05万,1.86亿,26.71亿,49.24
600548,深高速,8.63,0.35,0.03,0.00,--,0.23,--,3.02万,14.33亿,123.69亿,22.41
000703,恒逸石化,17.30,0.35,0.06,0.00,0.01,0.58,--,848.91万,33.78亿,584.47亿,15.63
603949,雪龙集团,17.43,0.34,0.06,-3.17,0.74,11.56,--,675.06万,5245.80万,9.14亿,28.14
688123,聚辰股份,49.40,0.34,0.17,-0.20,0.01,0.60,--,20.75万,8260.71万,40.81亿,36.65
002861,瀛通通讯,17.56,0.34,0.06,0.00,0.01,1.52,--,11.06万,6833.71万,12.00亿,47.60
000533,顺钠股份,2.93,0.34,0.01,0.00,0.01,1.08,--,20.01万,6.85亿,20.07亿,90.12
000797,中国武夷,2.94,0.34,0.01,0.00,0.00,0.46,--,7.35万,15.67亿,46.06亿,亏损
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002383,合众思壮,5.93,0.34,0.02,0.00,0.01,0.85,--,23.96万,5.77亿,34.23亿,亏损
002299,圣农发展,29.98,0.34,0.10,0.00,0.01,0.50,--,242.54万,11.08亿,332.17亿,15.49
002213,大为股份,12.01,0.33,0.04,0.00,0.01,1.62,--,23.66万,2.06亿,24.74亿,807.74
601908,京运通,9.05,0.33,0.03,-0.55,0.04,1.77,--,755.58万,19.93亿,180.37亿,39.37
688066,航天宏图,39.24,0.33,0.13,0.33,0.00,0.14,--,4.71万,9669.97万,37.94亿,51.47
002048,宁波华翔,18.15,0.33,0.06,0.00,0.01,0.50,--,99.46万,5.58亿,101.37亿,13.77
002464,众应互联,3.05,0.33,0.01,0.00,0.08,1.02,--,133.86万,5.22亿,15.91亿,亏损
300512,中亚股份,12.22,0.33,0.04,0.00,0.01,1.27,--,34.34万,2.16亿,26.44亿,56.02
300485,赛升药业,12.28,0.33,0.04,0.00,0.01,1.06,--,45.56万,2.53亿,31.12亿,34.35
002343,慈文传媒,6.13,0.33,0.02,0.00,0.01,1.09,--,36.66万,4.74亿,29.04亿,亏损
600501,航天晨光,9.20,0.33,0.03,0.00,0.01,1.16,--,28.43万,4.21亿,38.76亿,176.43
002752,昇兴股份,6.17,0.33,0.02,0.00,0.01,0.81,--,35.54万,8.30亿,51.19亿,306.64
600884,杉杉股份,15.50,0.32,0.05,-0.32,0.01,0.66,--,231.72万,16.28亿,252.34亿,68.18
688218,江苏北人,15.48,0.32,0.05,-0.19,0.00,0.52,--,3.87万,7389.05万,11.44亿,61.26
300180,华峰超纤,6.20,0.32,0.02,0.32,0.01,0.66,--,70.00万,13.36亿,82.81亿,51.73
002579,中京电子,12.51,0.32,0.04,0.00,0.01,0.89,--,27.15万,3.56亿,44.51亿,42.08
300686,智动力,18.77,0.32,0.06,-0.11,0.00,0.17,--,5.07万,1.35亿,25.39亿,40.84
688357,建龙微纳,62.79,0.32,0.20,0.02,0.01,0.71,--,9.42万,2604.72万,16.36亿,28.41
603703,盛洋科技,12.53,0.32,0.04,0.24,0.00,0.22,--,6.14万,2.30亿,28.78亿,552.87
002717,岭南股份,3.18,0.32,0.01,0.00,0.00,0.35,--,10.68万,11.02亿,35.04亿,47.73
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300576,容大感光,41.42,0.32,0.13,0.17,0.03,0.46,--,82.01万,7806.40万,32.33亿,118.24
000885,城发环境,9.65,0.31,0.03,0.00,0.00,0.58,--,14.57万,6.42亿,61.96亿,15.64
002290,ST禾盛,6.43,0.31,0.02,0.00,0.00,0.40,--,3.47万,2.16亿,13.92亿,23.00
002289,ST宇顺,6.54,0.31,0.02,0.00,0.01,0.74,--,10.40万,2.59亿,16.95亿,亏损
600780,通宝能源,3.29,0.30,0.01,0.00,0.01,2.25,--,17.11万,11.47亿,37.72亿,16.98
300376,易事特,6.60,0.30,0.02,1.38,0.01,0.50,--,162.10万,23.08亿,152.34亿,35.08
002682,龙洲股份,3.30,0.30,0.01,0.00,0.01,1.60,--,23.00万,5.53亿,18.24亿,亏损
300493,润欣科技,6.59,0.30,0.02,0.30,0.01,0.70,--,26.95万,4.77亿,31.44亿,75.20
300146,汤臣倍健,23.09,0.30,0.07,-0.04,0.01,1.06,--,254.68万,8.93亿,206.12亿,18.67
002607,中公教育,33.20,0.30,0.10,0.00,0.01,0.58,--,268.59万,16.02亿,531.96亿,116.26
603787,新日股份,23.30,0.30,0.07,0.26,0.00,0.44,--,14.45万,2.04亿,47.53亿,28.64
002602,世纪华通,6.73,0.30,0.02,0.00,0.01,0.86,--,320.68万,51.58亿,347.12亿,15.38
603707,健友股份,40.42,0.30,0.12,2.33,0.00,0.56,--,94.99万,9.33亿,376.99亿,46.19
600675,中华企业,3.39,0.30,0.01,0.00,0.00,0.34,--,11.39万,22.40亿,75.95亿,24.66
300855,图南股份,37.37,0.29,0.11,-1.14,0.01,0.25,--,8.97万,5000.00万,18.68亿,72.19
600811,东方集团,3.41,0.29,0.01,0.59,0.01,1.22,--,113.01万,37.15亿,126.67亿,19.88
300292,吴通控股,3.44,0.29,0.01,0.88,0.01,0.42,--,25.97万,10.35亿,35.59亿,55.70
600269,赣粤高速,3.44,0.29,0.01,0.00,0.01,5.48,--,111.63万,23.35亿,80.34亿,60.26
002283,天润工业,6.89,0.29,0.02,0.00,0.01,0.36,--,57.39万,9.91亿,68.28亿,15.43
002196,方正电机,6.89,0.29,0.02,0.00,0.01,0.27,--,22.87万,4.14亿,28.55亿,亏损
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
600398,海澜之家,6.92,0.29,0.02,0.00,0.00,0.92,--,40.48万,43.20亿,298.92亿,17.38
600728,佳都科技,6.95,0.29,0.02,0.00,0.00,0.21,--,14.39万,17.30亿,120.22亿,158.31
000514,渝 开 发,3.50,0.29,0.01,0.00,0.00,0.63,--,6.41万,8.44亿,29.53亿,85.23
600368,五洲交通,3.49,0.29,0.01,0.00,0.00,0.26,--,4.40万,11.26亿,39.28亿,6.14
601619,嘉泽新能,3.50,0.29,0.01,0.00,0.03,1.69,--,234.40万,20.74亿,72.59亿,28.22
600543,莫高股份,7.02,0.29,0.02,0.00,0.03,1.84,--,75.32万,3.21亿,22.54亿,亏损
603379,三美股份,17.55,0.29,0.05,0.00,0.00,0.30,--,5.79万,1.93亿,33.88亿,37.70
300517,海波重科,17.57,0.28,0.05,0.00,0.00,0.02,--,5271,6242.94万,10.97亿,41.12
603880,南卫股份,10.61,0.28,0.03,0.00,0.00,0.76,--,6.05万,2.20亿,23.31亿,19.50
300645,正元智慧,14.14,0.28,0.04,-0.21,0.00,0.06,--,2.55万,1.27亿,18.00亿,亏损
300808,久量股份,14.29,0.28,0.04,0.00,0.01,0.47,--,8.00万,4960.00万,7.09亿,59.64
688135,利扬芯片,39.74,0.28,0.11,0.00,0.00,0.14,--,4.77万,2770.42万,11.01亿,106.55
002421,达实智能,3.62,0.28,0.01,0.00,0.00,0.72,--,27.01万,17.70亿,64.07亿,22.63
300407,凯发电气,7.23,0.28,0.02,0.00,0.00,0.16,--,3.83万,2.10亿,15.21亿,24.90
600577,精达股份,3.63,0.28,0.01,0.00,0.03,1.56,--,182.48万,19.21亿,69.75亿,17.37
600960,渤海汽车,3.66,0.27,0.01,0.00,0.01,1.13,--,35.87万,9.51亿,34.79亿,572.89
688099,晶晨股份,88.00,0.27,0.24,0.00,0.00,0.08,--,17.60万,2.12亿,186.15亿,311.79
300439,美康生物,18.33,0.27,0.05,0.00,--,0.03,--,7332,2.06亿,37.83亿,15.75
300418,昆仑万维,25.70,0.27,0.07,0.00,0.04,0.78,--,1008.47万,10.04亿,257.94亿,6.32
300812,易天股份,33.10,0.27,0.09,0.00,0.01,0.83,--,6.62万,3263.92万,10.80亿,35.95
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300342,天银机电,11.11,0.27,0.03,0.00,0.01,0.54,--,31.66万,4.19亿,46.55亿,43.59
000539,粤电力Ａ,3.76,0.27,0.01,0.00,0.01,1.54,--,48.96万,25.54亿,96.03亿,9.43
002235,安妮股份,3.79,0.27,0.01,0.00,0.01,0.64,--,28.69万,5.30亿,20.10亿,亏损
600261,阳光照明,3.78,0.27,0.01,0.00,0.01,1.50,--,38.10万,14.52亿,54.89亿,9.29
300128,锦富技术,3.80,0.26,0.01,0.26,0.01,0.29,--,22.46万,10.78亿,40.95亿,亏损
000868,ST安凯,3.81,0.26,0.01,0.00,0.02,1.76,--,44.39万,6.96亿,26.50亿,7.86
000503,国新健康,7.64,0.26,0.02,0.00,0.00,0.18,--,11.08万,8.99亿,68.67亿,亏损
000151,中成股份,7.68,0.26,0.02,0.00,--,0.09,--,6144,2.67亿,20.47亿,192.26
002414,高德红外,38.48,0.26,0.10,0.00,0.01,0.58,--,237.42万,12.48亿,480.07亿,61.20
000850,华茂股份,3.84,0.26,0.01,0.00,0.00,0.26,--,6.03万,9.43亿,36.23亿,10.71
300190,维尔利,7.74,0.26,0.02,0.00,0.01,0.53,--,48.45万,7.46亿,57.74亿,15.20
300530,达志科技,19.47,0.26,0.05,0.10,0.01,0.51,--,15.38万,9686.69万,18.86亿,亏损
000609,中迪投资,3.92,0.26,0.01,0.00,0.00,0.24,--,3.88万,2.92亿,11.45亿,亏损
000752,*ST西发,3.93,0.26,0.01,0.00,0.00,0.17,--,8646,2.64亿,10.37亿,亏损
600768,宁波富邦,7.90,0.25,0.02,0.00,0.02,1.20,--,20.38万,1.34亿,10.57亿,400.21
601007,金陵饭店,7.90,0.25,0.02,0.00,0.01,1.20,--,11.93万,3.00亿,23.70亿,117.98
300084,海默科技,3.97,0.25,0.01,0.00,--,0.02,--,5558,3.30亿,13.09亿,亏损
000036,华联控股,3.98,0.25,0.01,0.00,0.01,1.06,--,27.86万,14.79亿,58.88亿,8.32
002121,*ST科陆,3.99,0.25,0.01,0.00,0.01,1.46,--,38.94万,10.63亿,42.42亿,11.58
002574,明牌珠宝,4.04,0.25,0.01,0.00,0.00,0.66,--,6.46万,5.28亿,21.33亿,54.25
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603279,景津环保,20.40,0.25,0.05,0.00,0.02,1.07,--,65.28万,1.90亿,38.82亿,20.19
300748,金力永磁,40.98,0.24,0.10,0.00,0.12,1.61,--,1218.31万,2.59亿,106.24亿,86.91
603527,众源新材,8.18,0.24,0.02,0.00,0.01,1.75,--,23.07万,2.44亿,19.94亿,29.23
000863,三湘印象,4.10,0.24,0.01,0.00,0.01,1.49,--,31.32万,12.25亿,50.23亿,21.57
002390,信邦制药,8.25,0.24,0.02,0.00,0.01,0.63,--,70.87万,15.58亿,128.57亿,83.73
002547,春兴精工,4.12,0.24,0.01,0.00,0.01,0.44,--,21.96万,7.72亿,31.81亿,亏损
300282,三盛教育,4.12,0.24,0.01,0.00,0.00,0.07,--,1.32万,3.74亿,15.39亿,亏损
002867,周大生,33.15,0.24,0.08,0.00,0.00,0.24,--,47.74万,7.23亿,239.67亿,23.94
300150,世纪瑞尔,4.15,0.24,0.01,0.00,--,0.03,--,3320,4.99亿,20.69亿,240.76
300205,天喻信息,8.30,0.24,0.02,0.24,0.01,1.28,--,29.80万,4.26亿,35.36亿,亏损
002719,*ST麦趣,8.45,0.24,0.02,0.00,0.00,0.49,--,6.03万,1.62亿,13.68亿,28.55
