代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603985,恒润股份,27.06,-1.31,-0.36,0.22,0.28,3.17,2.01,1560.72万,2.04亿,55.16亿,13.36
002234,民和股份,15.77,-1.31,-0.21,-0.19,1.54,5.69,4.57,5108.52万,2.06亿,32.51亿,71.44
603707,健友股份,39.77,-1.31,-0.44,0.28,0.04,1.08,2.16,1622.08万,9.33亿,370.93亿,45.45
002824,和胜股份,16.50,-1.32,-0.22,0.18,4.44,15.07,5.62,7977.13万,1.08亿,17.74亿,81.89
603559,中通国脉,14.23,-1.32,-0.19,0.00,0.42,1.48,2.08,852.15万,1.43亿,20.39亿,477.77
300676,华大基因,133.31,-1.32,-1.78,-0.14,0.37,2.87,1.59,1.24亿,2.48亿,331.04亿,26.53
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002120,韵达股份,16.45,-1.32,-0.22,-0.12,0.03,1.40,1.44,1539.03万,27.96亿,460.02亿,35.07
600378,昊华科技,23.89,-1.32,-0.32,0.84,0.49,3.77,2.48,4136.14万,3.57亿,85.31亿,37.09
000981,*ST银亿,2.24,-1.32,-0.03,0.45,0.09,3.05,1.32,497.92万,25.74亿,57.66亿,191.37
603596,伯特利,32.78,-1.32,-0.44,0.12,0.18,1.39,0.99,1000.08万,1.71亿,56.22亿,33.49
002521,齐峰新材,6.71,-1.32,-0.09,0.15,1.48,2.41,2.65,4177.52万,4.24亿,28.45亿,20.81
002036,联创电子,11.18,-1.32,-0.15,0.00,0.28,1.95,1.59,2916.79万,9.25亿,103.44亿,41.90
688580,伟思医疗,115.63,-1.33,-1.56,0.46,0.45,1.01,2.54,865.90万,1640.32万,18.97亿,55.01
601519,大智慧,8.16,-1.33,-0.11,-0.24,0.13,2.14,1.21,2190.42万,19.88亿,162.00亿,781.05
600523,贵航股份,15.56,-1.33,-0.21,0.00,0.12,1.77,1.84,745.15万,4.04亿,62.71亿,46.41
002643,万润股份,19.95,-1.33,-0.27,0.00,0.07,1.14,1.73,1272.55万,8.94亿,178.43亿,39.04
300651,金陵体育,46.53,-1.34,-0.63,-0.15,0.12,1.10,1.61,367.07万,6864.30万,31.94亿,152.11
002602,世纪华通,6.62,-1.34,-0.09,0.00,0.22,2.24,1.94,7402.83万,51.58亿,341.44亿,15.13
300194,福安药业,4.41,-1.34,-0.06,-0.23,0.25,2.14,1.57,1034.17万,9.34亿,41.17亿,20.13
002424,贵州百灵,8.81,-1.34,-0.12,0.11,0.36,2.33,1.79,2920.85万,9.36亿,82.46亿,79.71
603301,振德医疗,60.80,-1.35,-0.83,0.38,0.67,3.48,1.74,4366.48万,1.08亿,65.37亿,4.94
600831,广电网络,5.84,-1.35,-0.08,-0.34,0.38,5.06,2.03,1569.48万,7.10亿,41.49亿,69.75
600343,航天动力,10.95,-1.35,-0.15,0.09,0.33,1.33,1.35,2308.10万,6.38亿,69.88亿,3792.21
601995,中金公司,56.88,-1.35,-0.78,0.05,0.64,1.64,0.69,9444.47万,2.60亿,147.99亿,42.09
002242,九阳股份,30.53,-1.36,-0.42,-0.13,0.12,2.56,1.68,2839.13万,7.65亿,233.40亿,24.94
002985,北摩高科,152.21,-1.36,-2.10,0.34,0.29,1.86,1.17,1687.25万,3754.00万,57.14亿,98.83
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603303,得邦照明,13.77,-1.36,-0.19,-0.22,0.05,0.87,1.65,314.02万,4.88亿,67.16亿,17.46
002042,华孚时尚,5.07,-1.36,-0.07,0.20,0.10,0.97,0.97,776.18万,15.18亿,76.97亿,亏损
002108,沧州明珠,4.34,-1.36,-0.06,-0.69,0.43,3.58,1.36,2670.10万,14.18亿,61.54亿,19.39
300788,中信出版,39.05,-1.36,-0.54,0.49,0.19,1.25,1.62,370.34万,5039.02万,19.68亿,30.86
605168,三人行,151.76,-1.36,-2.10,0.56,0.64,2.37,1.36,1662.87万,1726.67万,26.20亿,43.42
600893,航发动力,64.98,-1.37,-0.90,0.46,0.30,1.58,2.13,4.15亿,21.08亿,1369.24亿,204.96
603228,景旺电子,28.78,-1.37,-0.40,-0.66,0.06,1.26,1.20,1528.01万,8.39亿,241.66亿,26.92
601609,金田铜业,10.80,-1.37,-0.15,0.00,1.57,2.29,1.64,4101.49万,2.42亿,26.14亿,30.88
603505,金石资源,28.78,-1.37,-0.40,-0.59,0.24,1.91,2.50,1667.10万,2.38亿,68.40亿,30.91
600227,圣济堂,2.87,-1.38,-0.04,-0.69,0.21,2.84,1.38,789.62万,12.78亿,36.68亿,87.29
603697,有友食品,17.90,-1.38,-0.25,0.11,0.62,1.42,1.54,1005.19万,8990.29万,16.09亿,22.23
000655,金岭矿业,7.87,-1.38,-0.11,-0.13,0.69,2.47,1.88,3205.98万,5.95亿,46.85亿,16.94
002197,证通电子,7.87,-1.38,-0.11,-0.25,0.18,1.42,0.88,606.57万,4.35亿,34.24亿,212.75
300835,龙磁科技,53.61,-1.38,-0.75,-0.26,1.98,2.85,2.63,1889.06万,1767.00万,9.47亿,75.90
688289,圣湘生物,107.01,-1.38,-1.50,-0.19,0.45,1.41,1.71,1682.07万,3486.41万,37.31亿,16.36
688004,博汇科技,40.88,-1.38,-0.57,-0.49,0.12,0.73,1.60,64.05万,1349.00万,5.49亿,49.75
300326,凯利泰,10.68,-1.39,-0.15,-0.09,0.38,2.31,2.22,2894.17万,7.17亿,76.53亿,29.52
002052,*ST同洲,1.42,-1.39,-0.02,0.71,0.53,2.25,2.08,554.91万,7.46亿,10.59亿,亏损
603365,水星家纺,14.20,-1.39,-0.20,0.35,0.05,3.45,2.37,177.65万,2.67亿,37.79亿,16.37
300327,中颖电子,46.01,-1.39,-0.65,-0.84,0.45,1.78,3.58,5815.15万,2.79亿,128.28亿,62.09
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300926,博俊科技,20.48,-1.40,-0.29,-0.20,1.41,1.91,1.20,976.20万,3369.87万,6.90亿,45.70
300552,万集科技,33.87,-1.40,-0.48,-0.09,0.24,1.46,2.27,892.60万,1.07亿,36.26亿,10.94
600298,安琪酵母,54.30,-1.40,-0.77,-0.18,0.13,1.58,1.13,5654.75万,8.24亿,447.48亿,33.15
300086,康芝药业,5.63,-1.40,-0.08,-0.53,0.55,2.56,2.10,1360.84万,4.36亿,24.53亿,890.40
603686,龙马环卫,19.71,-1.40,-0.28,-0.10,0.61,1.65,1.35,5000.79万,4.16亿,81.93亿,18.57
688070,纵横股份,44.35,-1.40,-0.63,-0.47,1.40,1.25,1.22,1119.83万,1798.97万,7.98亿,94.09
300772,运达股份,16.15,-1.40,-0.23,-0.12,0.32,1.91,1.65,805.12万,1.55亿,24.96亿,53.68
601963,重庆银行,13.33,-1.41,-0.19,-0.75,4.15,2.61,1.78,1.92亿,3.47亿,46.25亿,8.91
002140,东华科技,7.00,-1.41,-0.10,0.00,0.27,4.43,1.55,979.65万,5.28亿,36.93亿,19.26
002548,金新农,7.69,-1.41,-0.11,-0.26,0.27,2.10,1.03,1114.70万,5.32亿,40.93亿,12.25
003004,声迅股份,29.25,-1.42,-0.42,0.27,1.37,3.89,1.92,819.29万,2046.00万,5.98亿,83.47
000049,德赛电池,73.61,-1.42,-1.06,0.01,0.22,1.93,1.34,3381.14万,2.05亿,151.08亿,31.05
002341,新纶科技,3.47,-1.42,-0.05,-0.57,0.55,3.05,3.41,1999.41万,10.29亿,35.70亿,亏损
600707,彩虹股份,9.03,-1.42,-0.13,-0.88,1.32,4.11,4.04,2.99亿,24.75亿,223.24亿,亏损
600792,云煤能源,4.16,-1.42,-0.06,-0.72,0.90,2.81,2.84,3697.18万,9.90亿,41.18亿,252.56
605179,一鸣食品,16.64,-1.42,-0.24,-0.30,0.69,1.43,2.13,697.82万,6100.00万,10.15亿,50.59
002236,大华股份,22.84,-1.42,-0.33,0.40,0.30,1.64,1.86,1.28亿,18.58亿,424.43亿,17.10
688166,博瑞医药,44.24,-1.43,-0.64,-0.58,0.06,1.35,2.79,449.59万,1.80亿,79.84亿,106.65
603658,安图生物,122.92,-1.43,-1.78,0.20,0.07,1.46,2.53,3447.02万,4.31亿,529.30亿,80.84
300778,新城市,26.91,-1.43,-0.39,0.37,1.43,2.84,1.91,1777.38万,4609.81万,12.40亿,26.68
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603979,金诚信,15.87,-1.43,-0.23,-0.81,0.29,1.47,2.86,2709.20万,5.83亿,92.59亿,25.17
300023,宝德股份,8.96,-1.43,-0.13,0.34,0.30,2.97,2.53,373.14万,1.37亿,12.31亿,亏损
603881,数据港,52.30,-1.43,-0.76,-0.19,0.19,1.56,1.75,2107.22万,2.11亿,110.14亿,89.88
688157,松井股份,90.15,-1.43,-1.31,-0.04,0.12,0.90,2.13,201.98万,1890.50万,17.04亿,81.82
600366,宁波韵升,7.56,-1.43,-0.11,-0.92,1.49,2.77,3.26,1.13亿,9.89亿,74.78亿,39.68
603786,科博达,76.90,-1.44,-1.12,-0.39,0.52,1.53,3.00,1614.52万,4010.00万,30.84亿,71.95
002019,亿帆医药,21.95,-1.44,-0.32,0.00,0.23,1.33,1.12,4333.77万,8.46亿,185.61亿,22.30
002959,小熊电器,82.76,-1.44,-1.21,-0.11,0.28,2.14,1.87,1765.47万,7622.94万,63.09亿,30.08
603606,东方电缆,22.52,-1.44,-0.33,0.09,0.20,1.89,1.66,3028.40万,6.54亿,147.37亿,18.02
601231,环旭电子,19.79,-1.44,-0.29,-0.60,0.06,1.40,1.24,2659.95万,21.83亿,432.31亿,25.15
000516,国际医学,10.23,-1.45,-0.15,-0.10,0.21,1.59,1.35,4172.72万,19.29亿,197.33亿,亏损
300589,江龙船艇,24.53,-1.45,-0.36,-0.29,1.10,1.64,3.17,2784.67万,1.02亿,25.12亿,137.35
000996,中国中期,10.17,-1.45,-0.15,-0.29,0.79,1.89,1.45,2769.29万,3.45亿,35.09亿,366.99
300244,迪安诊断,33.69,-1.46,-0.50,0.18,0.32,2.09,1.78,4856.91万,4.58亿,154.15亿,17.43
601799,星宇股份,185.91,-1.46,-2.76,-0.55,0.09,1.87,2.69,4516.46万,2.76亿,513.48亿,54.47
600104,上汽集团,20.86,-1.46,-0.31,-0.10,0.05,2.13,1.13,1.26亿,116.83亿,2437.17亿,10.98
600418,江淮汽车,8.73,-1.47,-0.13,-0.34,0.26,1.71,0.79,4232.45万,18.93亿,165.29亿,292.68
002361,神剑股份,4.70,-1.47,-0.07,-0.42,0.34,1.23,1.26,1009.63万,6.27亿,29.49亿,53.95
002473,ST圣莱,4.70,-1.47,-0.07,-0.42,0.10,3.18,1.68,76.82万,1.60亿,7.52亿,亏损
003012,东鹏控股,22.80,-1.47,-0.34,0.40,0.60,1.42,1.60,1971.95万,1.43亿,32.60亿,31.39
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300485,赛升药业,12.06,-1.47,-0.18,0.17,0.33,2.63,2.12,1002.85万,2.53亿,30.56亿,33.73
000530,冰山冷热,4.00,-1.48,-0.06,0.00,0.64,4.14,1.72,1519.96万,5.99亿,23.94亿,582.48
300314,戴维医疗,17.99,-1.48,-0.27,-0.11,0.59,1.66,2.03,2006.93万,1.89亿,34.06亿,38.04
002006,精功科技,7.32,-1.48,-0.11,-0.41,0.80,1.55,3.50,2681.94万,4.55亿,33.32亿,149.25
002810,山东赫达,53.13,-1.48,-0.80,-0.32,0.10,1.02,1.73,1053.92万,1.88亿,99.64亿,40.08
002570,贝因美,5.31,-1.48,-0.08,-0.38,0.39,1.78,1.48,2129.64万,10.22亿,54.29亿,80.17
002173,创新医疗,5.97,-1.49,-0.09,0.00,0.15,2.42,1.81,327.77万,3.71亿,22.16亿,亏损
300075,数字政通,9.95,-1.49,-0.15,0.10,0.45,5.81,1.98,1709.58万,3.81亿,37.88亿,48.49
300548,博创科技,36.44,-1.49,-0.55,0.22,0.56,2.08,1.86,2339.72万,1.15亿,42.09亿,71.03
600884,杉杉股份,15.22,-1.49,-0.23,-0.52,0.25,1.99,1.94,6279.82万,16.28亿,247.78亿,66.94
300209,天泽信息,8.55,-1.50,-0.13,0.71,0.23,1.30,1.96,636.39万,3.21亿,27.45亿,37.34
002600,领益智造,10.51,-1.50,-0.16,-0.29,0.24,1.39,1.41,5657.59万,22.77亿,239.28亿,38.59
300438,鹏辉能源,17.71,-1.50,-0.27,-0.45,0.42,2.33,1.11,2337.13万,3.17亿,56.09亿,39.60
300783,三只松鼠,38.66,-1.50,-0.59,-0.34,0.15,2.13,1.27,1352.10万,2.27亿,87.75亿,44.00
603565,中谷物流,34.67,-1.51,-0.53,-0.46,0.69,1.54,2.07,1589.69万,6666.67万,23.11亿,35.05
002829,星网宇达,35.88,-1.51,-0.55,-0.11,0.38,1.85,1.29,1161.60万,8566.04万,30.73亿,51.02
300815,玉禾田,98.47,-1.51,-1.51,0.75,0.56,2.19,2.75,3186.21万,5828.48万,57.39亿,19.36
300463,迈克生物,40.38,-1.51,-0.62,-0.47,0.16,1.69,2.17,2586.99万,4.02亿,162.24亿,28.27
600720,祁连山,14.97,-1.51,-0.23,-0.33,0.77,2.56,1.77,8934.18万,7.76亿,116.27亿,6.03
600300,维维股份,3.90,-1.51,-0.06,0.00,0.43,3.66,1.26,2779.91万,16.72亿,65.21亿,15.46
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300227,光韵达,10.63,-1.57,-0.17,-0.28,0.41,1.80,1.57,1593.62万,3.68亿,39.11亿,41.29
603606,东方电缆,22.50,-1.57,-0.36,0.22,0.21,1.83,1.66,3095.49万,6.54亿,147.17亿,18.00
000791,甘肃电投,4.37,-1.58,-0.07,0.00,0.47,2.82,1.58,2788.75万,13.60亿,59.41亿,9.24
002643,万润股份,19.90,-1.58,-0.32,0.10,0.07,1.12,1.73,1320.53万,8.94亿,177.98亿,38.94
300075,数字政通,9.94,-1.58,-0.16,0.40,0.47,5.75,1.98,1784.62万,3.81亿,37.84亿,48.44
300463,迈克生物,40.35,-1.58,-0.65,-0.15,0.17,1.67,2.17,2692.30万,4.02亿,162.12亿,28.25
002555,三七互娱,28.55,-1.59,-0.46,0.18,0.31,1.66,1.27,1.30亿,14.80亿,422.44亿,20.01
000422,ST宜化,3.72,-1.59,-0.06,-0.27,0.34,1.27,1.59,1124.62万,8.98亿,33.40亿,亏损
002036,联创电子,11.15,-1.59,-0.18,-0.09,0.30,1.99,1.59,3143.70万,9.25亿,103.17亿,41.78
300040,九洲集团,7.43,-1.59,-0.12,-0.27,1.69,3.62,2.25,3580.18万,2.86亿,21.24亿,40.88
601231,环旭电子,19.77,-1.59,-0.32,-0.60,0.07,1.40,1.24,2813.78万,21.83亿,431.66亿,25.11
300938,信测标准,46.88,-1.59,-0.76,-0.23,2.18,1.80,1.47,1658.99万,1627.50万,7.63亿,50.56
002236,大华股份,22.80,-1.60,-0.37,0.26,0.31,1.60,1.86,1.32亿,18.58亿,423.69亿,17.07
000768,中航西飞,33.85,-1.60,-0.55,0.15,0.21,2.16,2.01,1.94亿,27.69亿,937.18亿,154.39
600207,安彩高科,6.13,-1.60,-0.10,-0.16,0.22,2.40,1.28,1180.02万,8.63亿,52.90亿,64.62
300783,三只松鼠,38.62,-1.60,-0.63,-0.28,0.16,2.06,1.27,1380.68万,2.27亿,87.66亿,43.95
600352,浙江龙盛,16.49,-1.61,-0.27,-0.24,0.35,1.63,1.19,1.88亿,32.53亿,536.47亿,12.73
300892,品渥食品,51.86,-1.61,-0.85,-0.44,0.70,1.50,1.02,870.88万,2371.03万,12.30亿,37.93
603979,金诚信,15.84,-1.61,-0.26,-0.88,0.30,1.45,2.86,2822.37万,5.83亿,92.41亿,25.13
605338,巴比食品,34.06,-1.62,-0.56,-0.06,0.50,1.85,1.53,1059.03万,6200.00万,21.14亿,61.58
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
688399,硕世生物,168.96,-1.62,-2.78,0.37,0.28,1.75,2.06,1481.71万,3168.26万,53.53亿,12.09
300035,中科电气,10.94,-1.62,-0.18,-0.18,0.25,1.78,1.44,1426.79万,5.23亿,57.16亿,46.88
600021,上海电力,7.28,-1.62,-0.12,0.41,0.16,3.03,1.49,2761.78万,23.47亿,170.88亿,11.84
601952,苏垦农发,12.11,-1.62,-0.20,-0.25,0.17,1.78,1.05,2882.43万,13.78亿,167.01亿,24.86
300647,超频三,9.68,-1.63,-0.16,0.21,0.56,1.17,2.03,1189.59万,2.19亿,21.20亿,413.56
002234,民和股份,15.72,-1.63,-0.26,0.13,1.58,5.53,4.57,5235.47万,2.06亿,32.41亿,71.21
300927,江天化学,33.14,-1.63,-0.55,0.58,5.76,2.73,3.59,3626.25万,1901.51万,6.30亿,46.93
600060,海信视像,13.17,-1.64,-0.22,-0.38,0.39,1.94,1.27,6826.37万,13.08亿,172.46亿,22.48
002959,小熊电器,82.59,-1.64,-1.38,-0.34,0.29,2.13,2.02,1858.06万,7622.94万,62.96亿,30.02
300685,艾德生物,78.90,-1.65,-1.32,0.03,0.10,1.11,1.60,1627.77万,2.18亿,171.82亿,97.52
600490,鹏欣资源,4.18,-1.65,-0.07,-1.18,0.41,2.96,1.88,3397.93万,19.93亿,83.29亿,103.97
002173,创新医疗,5.96,-1.65,-0.10,-0.17,0.16,2.56,1.81,346.43万,3.71亿,22.13亿,亏损
603866,桃李面包,50.63,-1.65,-0.85,0.34,0.07,1.48,2.02,2289.63万,6.80亿,344.36亿,38.91
688051,佳华科技,71.94,-1.65,-1.21,-0.08,0.56,2.12,0.98,753.37万,1854.68万,13.34亿,31.41
300192,科德教育,14.86,-1.66,-0.25,-0.60,0.77,1.71,2.05,2231.17万,1.95亿,28.92亿,28.05
000633,合金投资,7.70,-1.66,-0.13,-0.26,2.31,4.38,4.85,6908.01万,3.85亿,29.65亿,229.73
300638,广和通,53.27,-1.66,-0.90,0.13,0.28,2.15,1.98,2222.21万,1.51亿,80.65亿,43.20
300776,帝尔激光,130.77,-1.66,-2.21,0.32,0.28,1.46,3.19,1647.71万,4545.35万,59.44亿,40.38
300326,凯利泰,10.65,-1.66,-0.18,0.09,0.39,2.28,2.22,3004.74万,7.17亿,76.32亿,29.43
002203,海亮股份,8.87,-1.66,-0.15,-0.34,0.08,1.41,1.55,1354.08万,18.47亿,163.86亿,23.94
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
603516,淳中科技,35.40,-1.67,-0.60,0.31,0.16,1.48,3.39,751.97万,1.32亿,46.60亿,42.00
000751,锌业股份,3.54,-1.67,-0.06,0.28,0.64,2.18,2.22,3167.94万,14.10亿,49.91亿,27.11
300438,鹏辉能源,17.68,-1.67,-0.30,-0.56,0.43,2.27,1.11,2402.82万,3.17亿,55.99亿,39.53
688180,君实生物-U,98.33,-1.67,-1.67,-0.26,0.34,0.95,1.44,2480.78万,7380.77万,72.58亿,亏损
000930,中粮科技,9.41,-1.67,-0.16,0.00,0.90,3.21,1.36,8201.94万,9.64亿,90.75亿,24.67
300932,三友联众,36.47,-1.67,-0.62,-0.16,1.66,2.09,1.27,1812.81万,2987.64万,10.90亿,30.86
688157,松井股份,89.93,-1.67,-1.53,-0.08,0.12,0.94,2.13,209.65万,1890.50万,17.00亿,81.62
300593,新雷能,42.90,-1.67,-0.73,-0.49,0.93,1.92,5.16,5075.94万,1.24亿,53.27亿,77.92
002473,ST圣莱,4.69,-1.68,-0.08,-0.21,0.13,3.76,1.68,96.30万,1.60亿,7.50亿,亏损
300602,飞荣达,18.72,-1.68,-0.32,-0.27,0.23,3.66,2.10,1315.74万,3.09亿,57.93亿,31.83
002973,侨银股份,22.81,-1.68,-0.39,-0.04,0.44,1.72,1.94,1069.54万,1.06亿,24.29亿,23.86
300568,星源材质,26.89,-1.68,-0.46,0.64,0.32,2.02,1.97,3190.58万,3.69亿,99.20亿,101.52
600859,王府井,30.38,-1.68,-0.52,-0.26,0.14,1.75,1.26,3359.37万,7.76亿,235.98亿,83.43
002484,江海股份,14.01,-1.68,-0.24,-0.07,0.23,1.19,2.04,2459.38万,7.67亿,107.41亿,38.98
600598,北大荒,16.88,-1.69,-0.29,-0.47,0.19,2.44,0.99,5821.52万,17.78亿,300.25亿,21.70
603515,欧普照明,34.31,-1.69,-0.59,0.09,0.06,1.43,1.60,1581.01万,7.54亿,258.61亿,38.15
603533,掌阅科技,37.68,-1.70,-0.65,0.08,0.36,1.51,2.27,5501.19万,4.01亿,151.18亿,74.71
002991,甘源食品,84.98,-1.70,-1.47,0.44,0.49,1.51,2.08,975.15万,2330.40万,19.80亿,47.88
300879,大叶股份,29.44,-1.70,-0.51,-0.44,2.28,2.89,2.64,2715.26万,4000.00万,11.78亿,56.50
603711,香飘飘,20.19,-1.70,-0.35,-0.25,0.05,1.76,2.48,379.69万,4.07亿,82.08亿,141.74
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300922,天秦装备,33.99,-1.71,-0.59,-0.32,1.42,1.78,1.50,1286.87万,2655.63万,9.03亿,66.45
601021,春秋航空,63.35,-1.71,-1.10,0.21,0.05,1.09,2.16,2796.18万,9.16亿,580.58亿,亏损
000423,东阿阿胶,35.71,-1.71,-0.62,-0.17,0.14,1.42,0.83,3254.75万,6.54亿,233.50亿,亏损
601678,滨化股份,5.76,-1.71,-0.10,-0.17,0.26,1.43,1.54,2517.44万,16.44亿,94.71亿,18.49
601579,会稽山,9.18,-1.71,-0.16,-0.11,0.24,2.33,1.07,1116.81万,4.97亿,45.66亿,53.20
300358,楚天科技,11.46,-1.72,-0.20,0.09,0.22,1.75,1.54,1174.32万,4.57亿,52.42亿,98.06
300930,屹通新材,25.20,-1.72,-0.44,0.16,3.56,2.39,2.11,2131.38万,2371.16万,5.98亿,40.05
600887,伊利股份,42.92,-1.72,-0.75,-0.33,0.12,1.96,1.26,3.20亿,59.30亿,2545.26亿,32.50
605168,三人行,151.18,-1.72,-2.65,0.12,0.66,2.31,1.36,1726.40万,1726.67万,26.11亿,43.26
688366,昊海生科,108.96,-1.72,-1.91,1.34,0.66,2.33,5.16,2784.44万,3795.66万,41.36亿,83.92
000530,冰山冷热,3.99,-1.72,-0.07,-0.25,0.65,4.01,1.72,1554.70万,5.99亿,23.88亿,581.02
300083,创世纪,14.81,-1.73,-0.26,-0.60,0.46,1.42,2.46,8900.90万,13.07亿,193.58亿,90.05
300548,博创科技,36.35,-1.73,-0.64,0.41,0.57,2.02,1.86,2395.71万,1.15亿,41.98亿,70.85
002212,天融信,22.71,-1.73,-0.40,0.00,0.25,1.88,1.90,6308.96万,11.21亿,254.51亿,75.57
002689,远大智能,3.40,-1.73,-0.06,-0.29,0.51,2.01,2.89,1814.41万,10.41亿,35.39亿,亏损
300323,华灿光电,16.39,-1.74,-0.29,-0.37,0.20,1.41,2.52,2826.81万,8.34亿,136.67亿,亏损
300918,南山智尚,10.66,-1.75,-0.19,-0.19,1.83,2.24,1.66,1671.81万,8536.34万,9.10亿,37.38
603686,龙马环卫,19.63,-1.75,-0.35,-0.51,0.65,1.66,1.45,5320.05万,4.16亿,81.63亿,18.51
600308,华泰股份,6.17,-1.75,-0.11,-0.48,0.47,1.63,2.55,3441.51万,11.68亿,72.04亿,10.93
000655,金岭矿业,7.84,-1.75,-0.14,-1.14,0.73,2.49,1.88,3405.65万,5.95亿,46.67亿,16.87
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
002734,利民股份,13.99,-1.76,-0.25,-0.21,0.20,1.52,1.48,889.89万,3.24亿,45.26亿,10.45
300413,芒果超媒,64.86,-1.76,-1.16,0.19,0.12,1.47,1.79,7097.34万,9.31亿,604.08亿,58.82
688185,康希诺-U,468.50,-1.76,-8.38,0.86,0.94,1.51,2.40,1.05亿,2402.29万,112.55亿,亏损
300778,新城市,26.82,-1.76,-0.48,-0.41,1.45,2.74,1.91,1809.05万,4609.81万,12.36亿,26.59
603566,普莱柯,20.69,-1.76,-0.37,-0.34,0.15,2.58,2.04,1002.20万,3.21亿,66.45亿,31.06
688289,圣湘生物,106.87,-1.76,-1.91,-0.32,0.48,1.50,1.80,1820.76万,3486.41万,37.17亿,16.30
603658,安图生物,122.37,-1.76,-2.20,0.02,0.07,1.48,2.53,3505.93万,4.31亿,527.49亿,80.56
002541,鸿路钢构,49.02,-1.76,-0.88,-0.08,0.21,1.35,2.18,3891.50万,3.70亿,181.61亿,32.28
002521,齐峰新材,6.68,-1.76,-0.12,-0.89,1.55,2.39,2.65,4366.19万,4.24亿,28.32亿,20.72
000998,隆平高科,19.47,-1.77,-0.35,-0.05,0.57,1.65,1.61,1.17亿,10.62亿,206.75亿,亏损
600300,维维股份,3.89,-1.77,-0.07,-0.51,0.43,3.54,1.26,2845.22万,16.72亿,65.04亿,15.42
002032,苏 泊 尔,71.50,-1.77,-1.29,-0.01,0.04,1.26,1.58,1685.76万,6.12亿,437.78亿,31.75
300340,科恒股份,10.50,-1.78,-0.19,0.00,0.74,2.13,2.06,1347.65万,1.72亿,18.09亿,亏损
600580,卧龙电驱,12.14,-1.78,-0.22,-0.25,0.22,2.15,1.46,3447.24万,13.08亿,158.74亿,19.15
300318,博晖创新,8.82,-1.78,-0.16,-0.11,0.25,1.81,1.89,1642.63万,7.37亿,65.02亿,948.90
300244,迪安诊断,33.58,-1.78,-0.61,0.09,0.32,2.01,1.78,4912.70万,4.58亿,153.65亿,17.38
688160,步科股份,39.02,-1.79,-0.71,-1.17,0.86,2.86,2.42,649.46万,1908.58万,7.45亿,49.26
603565,中谷物流,34.57,-1.79,-0.63,-0.32,0.72,1.61,2.07,1660.57万,6666.67万,23.05亿,34.95
300781,因赛集团,27.41,-1.79,-0.50,-0.44,2.44,2.59,2.83,1844.57万,2754.66万,7.55亿,97.28
688222,成都先导,33.39,-1.79,-0.61,0.45,0.41,1.44,3.27,506.20万,3675.47万,12.27亿,207.66
代码,名称,现价,涨跌幅%,涨跌,涨速%,换手%,量比,振幅%,成交额,流通股,流通市值,市盈率
300561,汇金科技,15.30,-1.80,-0.28,-0.07,0.75,1.78,2.12,1550.93万,1.34亿,20.57亿,179.53
603060,国检集团,24.45,-1.81,-0.45,0.04,0.37,3.09,2.05,3913.70万,4.31亿,105.43亿,45.98
300899,上海凯鑫,42.37,-1.81,-0.78,-0.68,1.52,1.81,1.81,1033.07万,1595.00万,6.76亿,58.24
300408,三环集团,39.03,-1.81,-0.72,0.03,0.13,1.60,2.16,8286.68万,16.56亿,646.30亿,53.08
600618,氯碱化工,8.13,-1.81,-0.15,-0.37,0.37,2.10,1.33,2272.14万,7.50亿,60.96亿,20.86
603737,三棵树,181.41,-1.81,-3.35,-0.03,0.08,1.69,3.21,3762.25万,2.61亿,472.93亿,97.38
002226,江南化工,7.02,-1.82,-0.13,0.14,0.15,1.38,1.40,1034.19万,9.58亿,67.27亿,16.65
300910,瑞丰新材,70.13,-1.82,-1.30,0.01,0.63,1.29,1.82,1575.42万,3556.60万,24.94亿,61.08
603008,喜临门,24.26,-1.82,-0.45,-0.21,0.24,1.67,2.02,2248.99万,3.87亿,93.99亿,39.13
300529,健帆生物,78.70,-1.82,-1.46,-0.15,0.20,1.75,1.41,7103.40万,4.61亿,363.08亿,75.18
300029,ST天龙,5.35,-1.83,-0.10,-1.29,0.31,3.51,2.57,330.85万,2.00亿,10.70亿,亏损
